,0
4154,0
8672,1
8994,1
3205,0
6305,1
713,0
7949,1
6882,1
7395,1
1631,0
1299,0
394,0
2086,0
9183,1
4711,1
5214,1
4119,0
4089,0
3606,0
2731,0
5073,1
2517,0
4795,1
7366,1
8182,1
7471,1
1418,0
1805,0
6308,1
7401,1
6235,1
516,0
6058,1
5115,1
8864,1
1144,0
6718,1
4658,1
5393,1
7035,1
9238,1
5131,1
167,0
4979,1
1159,0
7742,1
5027,1
2455,0
3757,0
2330,0
7808,1
58,0
4289,0
1615,0
8306,1
4504,0
972,0
3745,0
3843,0
2349,0
1906,0
2766,0
1386,0
1025,0
1755,0
7074,1
4307,0
3223,0
4678,1
6553,1
1554,0
5530,1
2984,0
1319,0
5968,1
2295,0
390,0
2013,0
3994,0
1185,0
1165,0
2054,0
8309,1
9249,1
672,0
3254,0
7874,1
3078,0
2018,0
8055,1
5602,1
603,0
3744,0
5528,1
8736,1
33,0
1700,0
2663,0
6196,1
2789,0
1255,0
6710,1
4630,0
5280,1
7651,1
7485,1
3295,0
7109,1
9201,1
20,0
4667,1
7657,1
4805,1
6112,1
8231,1
2698,0
6894,1
5164,1
2025,0
5940,1
8207,1
8206,1
3240,0
2029,0
3143,0
2504,0
4384,0
1679,0
711,0
6931,1
9107,1
7408,1
6172,1
6093,1
397,0
5703,1
8456,1
6337,1
2278,0
6435,1
5070,1
5668,1
916,0
7980,1
395,0
7183,1
4325,0
3075,0
7078,1
994,0
9136,1
3588,0
664,0
1960,0
3439,0
1365,0
3779,0
2681,0
1374,0
4311,0
6922,1
6948,1
8758,1
7406,1
1967,0
7412,1
1329,0
5776,1
2872,0
828,0
3540,0
8947,1
4747,1
6856,1
485,0
4592,0
5242,1
8417,1
6697,1
858,0
8382,1
3986,0
3650,0
7791,1
6767,1
153,0
6867,1
7800,1
4001,0
9066,1
2499,0
8142,1
1796,0
8737,1
5942,1
3858,0
2708,0
7610,1
9230,1
1728,0
6646,1
5175,1
6946,1
4388,0
5111,1
5333,1
3991,0
7223,1
1283,0
5495,1
5441,1
6392,1
1528,0
4114,0
9116,1
905,0
6433,1
177,0
8956,1
6482,1
7269,1
6029,1
5840,1
7723,1
3722,0
4382,0
6249,1
6207,1
7097,1
2676,0
1354,0
174,0
6476,1
908,0
4998,1
2992,0
4981,1
2980,0
3116,0
7894,1
6137,1
2310,0
3673,0
7795,1
1267,0
7834,1
7363,1
1356,0
7589,1
1784,0
6703,1
9266,1
1572,0
5599,1
227,0
1037,0
2905,0
5555,1
6153,1
5605,1
935,0
4811,1
6024,1
2576,0
2718,0
3012,0
2557,0
8952,1
9156,1
215,0
6602,1
9026,1
3798,0
3880,0
9168,1
2389,0
2586,0
3899,0
6198,1
5160,1
746,0
9277,1
8094,1
527,0
8867,1
8555,1
4782,1
593,0
9231,1
9045,1
1301,0
4660,1
8072,1
3198,0
8521,1
802,0
4367,0
4818,1
8109,1
990,0
4775,1
7352,1
2036,0
4932,1
2799,0
4848,1
4982,1
7180,1
2131,0
1871,0
3765,0
3164,0
49,0
8122,1
9210,1
8232,1
7603,1
1992,0
4541,0
6613,1
983,0
8158,1
2511,0
6503,1
4797,1
2042,0
5851,1
1344,0
852,0
7194,1
5910,1
5619,1
2763,0
4978,1
4366,0
2633,0
5281,1
5291,1
7476,1
8926,1
7279,1
1672,0
1353,0
2464,0
8470,1
8906,1
8949,1
5561,1
8007,1
2679,0
1566,0
11,0
2334,0
2917,0
8996,1
2126,0
3452,0
6864,1
8010,1
423,0
4500,0
5966,1
2715,0
7786,1
2070,0
5285,1
8574,1
8227,1
1838,0
3442,0
2599,0
5350,1
2149,0
9178,1
5321,1
7302,1
1990,0
2545,0
3519,0
4830,1
1806,0
2423,0
6917,1
6567,1
7930,1
7827,1
8106,1
6809,1
7978,1
7103,1
5706,1
8743,1
6371,1
1874,0
7234,1
4179,0
6819,1
7012,1
3055,0
5263,1
7037,1
5130,1
5992,1
7317,1
2410,0
1387,0
2932,0
9110,1
1701,0
3337,0
1747,0
1592,0
6834,1
7224,1
5964,1
2955,0
8586,1
1193,0
3719,0
6204,1
5199,1
5929,1
6669,1
7166,1
25,0
861,0
8973,1
6040,1
2460,0
885,0
8187,1
5633,1
3967,0
9164,1
7542,1
8135,1
1252,0
6320,1
118,0
1239,0
1341,0
2749,0
5310,1
7890,1
6607,1
5723,1
8948,1
2617,0
8625,1
2039,0
5922,1
5168,1
413,0
6618,1
4171,0
7268,1
4835,1
9063,1
6358,1
1735,0
4571,0
4469,0
988,0
456,0
3193,0
134,0
3574,0
5141,1
1613,0
1110,0
8628,1
1666,0
329,0
7584,1
2332,0
6784,1
7996,1
2208,0
7859,1
2315,0
1716,0
6742,1
2457,0
5531,1
5714,1
8635,1
5903,1
1384,0
7547,1
8789,1
2031,0
8774,1
9189,1
2734,0
6798,1
835,0
6227,1
7342,1
5479,1
3086,0
8922,1
3643,0
258,0
5148,1
5868,1
3367,0
3102,0
2739,0
734,0
381,0
1385,0
1693,0
4777,1
967,0
9052,1
2616,0
1475,0
2768,0
343,0
6941,1
7902,1
2360,0
955,0
1314,0
6057,1
1196,0
6776,1
2801,0
8221,1
7918,1
4531,0
2961,0
6952,1
3472,0
6765,1
5636,1
5372,1
4082,0
8595,1
7632,1
1658,0
4038,0
4968,1
1579,0
3387,0
62,0
2444,0
2977,0
5486,1
3115,0
1269,0
3438,0
993,0
7414,1
5972,1
8090,1
1863,0
7167,1
5603,1
2505,0
1521,0
5266,1
3612,0
3942,0
4322,0
1183,0
1270,0
2620,0
3569,0
8910,1
3995,0
3505,0
6580,1
6554,1
902,0
5179,1
2717,0
6631,1
3104,0
6195,1
2438,0
6906,1
678,0
3392,0
8024,1
3825,0
4206,0
4724,1
3091,0
3228,0
4138,0
3777,0
640,0
124,0
2775,0
2365,0
4568,0
8636,1
3572,0
6838,1
3685,0
7407,1
7217,1
6314,1
4100,0
4242,0
8655,1
1190,0
6043,1
4174,0
6596,1
8527,1
4532,0
7973,1
3713,0
1347,0
6276,1
4058,0
5422,1
2494,0
8727,1
4931,1
788,0
7769,1
7346,1
6861,1
4718,1
8905,1
912,0
8089,1
4802,1
3895,0
4402,0
918,0
4813,1
4687,1
1527,0
3633,0
6560,1
704,0
3772,0
2216,0
8680,1
5594,1
8700,1
6016,1
261,0
5527,1
3571,0
1963,0
5564,1
7666,1
3702,0
5620,1
6759,1
2158,0
4253,0
4195,0
6985,1
7391,1
4910,1
2413,0
4649,1
3988,0
536,0
6248,1
4281,0
5155,1
7585,1
578,0
3311,0
8844,1
8778,1
1996,0
1303,0
1578,0
6306,1
6577,1
1043,0
7617,1
9096,1
4451,0
2976,0
3473,0
3397,0
8698,1
5086,1
1143,0
6334,1
2030,0
1665,0
3960,0
9255,1
4433,0
4907,1
6972,1
4353,0
7993,1
4881,1
2028,0
5186,1
7158,1
7123,1
8692,1
8862,1
1063,0
7506,1
1158,0
1317,0
6403,1
2694,0
1738,0
6091,1
5062,1
1311,0
8161,1
185,0
1169,0
4947,1
5748,1
1622,0
5792,1
5476,1
4534,0
129,0
5046,1
5591,1
3690,0
679,0
6600,1
5595,1
8502,1
5505,1
8721,1
6727,1
35,0
7239,1
5309,1
4106,0
1002,0
116,0
3819,0
598,0
7344,1
3048,0
1108,0
751,0
3525,0
8963,1
4432,0
7333,1
7753,1
1389,0
3508,0
5134,1
1799,0
4796,1
8041,1
5244,1
6318,1
9235,1
3983,0
8921,1
6850,1
3062,0
8440,1
8421,1
1833,0
5810,1
5656,1
3993,0
4005,0
5941,1
4409,0
5653,1
6178,1
8344,1
610,0
7464,1
1070,0
1706,0
2002,0
1174,0
780,0
344,0
8006,1
3583,0
7686,1
7579,1
1010,0
7663,1
3618,0
6486,1
3145,0
1723,0
3856,0
8491,1
524,0
2858,0
8283,1
3171,0
9120,1
3657,0
5578,1
1468,0
4709,1
6752,1
6527,1
8809,1
6953,1
4671,1
4957,1
2593,0
4692,1
5300,1
4528,0
7161,1
7041,1
7789,1
4043,0
1286,0
2467,0
1991,0
2384,0
4342,0
3265,0
8185,1
979,0
3627,0
3440,0
7958,1
715,0
1884,0
2100,0
8176,1
6437,1
78,0
7046,1
460,0
2304,0
7409,1
8293,1
2409,0
3554,0
4121,0
6273,1
7052,1
7891,1
224,0
8869,1
2510,0
6588,1
8099,1
2346,0
2805,0
2014,0
380,0
4283,0
3178,0
1089,0
5753,1
66,0
7165,1
5183,1
2815,0
2897,0
2553,0
6641,1
821,0
5585,1
6406,1
8198,1
7150,1
4525,0
3956,0
8358,1
5629,1
3542,0
14,0
2640,0
4845,1
5913,1
7373,1
4650,1
3812,0
815,0
3676,0
4646,1
8715,1
3634,0
5781,1
3710,0
1262,0
5472,1
5469,1
4356,0
2582,0
4406,0
8931,1
4148,0
5356,1
5189,1
5785,1
5000,1
1546,0
6414,1
4509,0
6556,1
6775,1
1711,0
3052,0
9226,1
8998,1
3132,0
4375,0
2860,0
542,0
4193,0
2019,0
1118,0
6254,1
2387,0
6521,1
3965,0
7186,1
1918,0
3945,0
4638,0
7576,1
5875,1
7549,1
950,0
8904,1
418,0
2824,0
9175,1
5337,1
348,0
3217,0
3530,0
7345,1
7945,1
8274,1
2309,0
705,0
7658,1
872,0
975,0
2741,0
4334,0
8188,1
5704,1
6912,1
1932,0
5982,1
6421,1
9152,1
5897,1
95,0
2610,0
1904,0
5664,1
1168,0
84,0
4866,1
2842,0
1809,0
1114,0
4840,1
5006,1
1540,0
7971,1
7463,1
7825,1
151,0
1210,0
2666,0
3629,0
9260,1
1549,0
1539,0
932,0
790,0
4823,1
8501,1
4596,0
2159,0
5638,1
6764,1
4606,0
2762,0
8852,1
3672,0
1859,0
2529,0
2772,0
1986,0
2867,0
5343,1
3878,0
3896,0
5059,1
3324,0
3157,0
7073,1
4172,0
5209,1
4697,1
483,0
8514,1
1818,0
5251,1
6048,1
1720,0
8396,1
1471,0
6159,1
7231,1
6963,1
635,0
2538,0
6706,1
3948,0
1814,0
5132,1
3028,0
5795,1
4737,1
239,0
5298,1
1994,0
6221,1
1432,0
1348,0
5958,1
3087,0
2606,0
575,0
819,0
8435,1
8342,1
1447,0
9121,1
4564,0
5407,1
2697,0
2456,0
6733,1
5794,1
5211,1
7435,1
6796,1
4852,1
5101,1
8452,1
8765,1
4919,1
1090,0
8014,1
4261,0
3305,0
377,0
6381,1
3383,0
8877,1
8909,1
3886,0
1569,0
6887,1
1434,0
2363,0
6957,1
518,0
3512,0
6456,1
8001,1
2677,0
576,0
1949,0
3136,0
2087,0
7047,1
5534,1
8946,1
8870,1
6169,1
2261,0
5994,1
775,0
6050,1
8239,1
6632,1
1543,0
5235,1
8448,1
443,0
8945,1
612,0
6625,1
1440,0
8600,1
8990,1
2750,0
4909,1
3829,0
1404,0
6846,1
8845,1
7963,1
9011,1
1161,0
5690,1
8915,1
3359,0
4115,0
6921,1
538,0
2822,0
3233,0
2184,0
9056,1
7242,1
694,0
7365,1
5729,1
4350,0
6407,1
5026,1
6872,1
7956,1
2440,0
6937,1
6493,1
5345,1
328,0
7075,1
144,0
1246,0
5722,1
2891,0
3662,0
4800,1
8858,1
3734,0
8465,1
9075,1
1691,0
1229,0
6526,1
4273,0
832,0
7880,1
669,0
5736,1
5630,1
374,0
8454,1
463,0
7511,1
5674,1
6673,1
5873,1
9071,1
4360,0
7396,1
7275,1
4580,0
8868,1
3155,0
7195,1
657,0
8505,1
4465,0
8050,1
1625,0
5824,1
4236,0
8268,1
7458,1
339,0
7843,1
8517,1
1281,0
4117,0
63,0
4102,0
8955,1
2256,0
7583,1
798,0
4066,0
4361,0
8407,1
1920,0
4723,1
1940,0
9027,1
4327,0
8605,1
2134,0
5952,1
4132,0
8458,1
3141,0
7539,1
5193,1
8215,1
4221,0
4300,0
3411,0
3010,0
5305,1
468,0
3406,0
8333,1
2829,0
7853,1
4493,0
6813,1
7481,1
8959,1
2726,0
3101,0
8629,1
6721,1
6676,1
3791,0
5440,1
1767,0
190,0
6548,1
4093,0
43,0
6071,1
2022,0
6534,1
8663,1
3579,0
8609,1
7255,1
5121,1
9241,1
8988,1
1589,0
1953,0
3934,0
2993,0
1288,0
3753,0
5650,1
6214,1
4593,0
8958,1
4343,0
8896,1
8543,1
8872,1
8214,1
5015,1
7008,1
765,0
4498,0
7017,1
4820,1
2312,0
2327,0
895,0
8092,1
416,0
2009,0
638,0
5125,1
5437,1
6902,1
2720,0
3044,0
3824,0
5805,1
1086,0
7080,1
7812,1
587,0
1078,0
1075,0
1061,0
684,0
371,0
5477,1
2281,0
446,0
4780,1
4801,1
4771,1
2316,0
7410,1
2373,0
3290,0
9126,1
7970,1
5416,1
5909,1
3849,0
4348,0
4686,1
6876,1
7921,1
2254,0
8082,1
3684,0
299,0
3199,0
6789,1
1225,0
5601,1
91,0
1687,0
1182,0
6351,1
1215,0
3014,0
3248,0
8163,1
6107,1
2953,0
3803,0
8305,1
7515,1
6860,1
9240,1
1780,0
5296,1
5363,1
2311,0
4639,0
771,0
9012,1
3557,0
5587,1
3559,0
8515,1
6280,1
3541,0
6118,1
4973,1
1824,0
293,0
7588,1
8590,1
5990,1
1939,0
3407,0
7772,1
859,0
1669,0
9151,1
3282,0
8371,1
7351,1
2358,0
8112,1
8755,1
7038,1
5645,1
6402,1
6810,1
4691,1
1177,0
1710,0
433,0
6717,1
7883,1
4096,0
8760,1
243,0
375,0
1756,0
6101,1
7578,1
1153,0
4669,1
6008,1
5791,1
2323,0
6103,1
5488,1
4354,0
562,0
7989,1
6649,1
3766,0
5459,1
3731,0
7627,1
3416,0
7803,1
8775,1
7470,1
7641,1
5659,1
5481,1
6076,1
414,0
2112,0
2299,0
8366,1
998,0
8071,1
312,0
7860,1
4070,0
3871,0
6357,1
7420,1
753,0
5857,1
7985,1
7398,1
2579,0
8347,1
7489,1
295,0
7830,1
3476,0
7136,1
4965,1
6404,1
3556,0
6684,1
332,0
4939,1
8740,1
3158,0
2564,0
3463,0
1675,0
9275,1
8068,1
3801,0
1745,0
4595,0
4916,1
933,0
1694,0
6462,1
7029,1
1846,0
4685,1
6412,1
6294,1
2324,0
7722,1
8550,1
3448,0
5915,1
6708,1
5504,1
6234,1
8967,1
3023,0
4878,1
6857,1
3773,0
3456,0
6007,1
338,0
9155,1
6289,1
7439,1
8621,1
1285,0
6484,1
3176,0
4511,0
1586,0
6477,1
3050,0
8123,1
2141,0
5364,1
4156,0
1703,0
2687,0
2139,0
6355,1
8487,1
9128,1
8248,1
6018,1
1141,0
1483,0
6321,1
3665,0
8713,1
6925,1
8853,1
8229,1
2542,0
7251,1
6761,1
6460,1
7016,1
1304,0
3283,0
847,0
4099,0
3041,0
3782,0
7308,1
2091,0
5487,1
8016,1
2136,0
9227,1
7613,1
8194,1
9016,1
5173,1
2969,0
8418,1
5113,1
8610,1
8374,1
6344,1
6536,1
2436,0
655,0
1763,0
3565,0
7869,1
2095,0
4666,1
5302,1
3575,0
5039,1
5265,1
4917,1
3106,0
4676,1
6128,1
3912,0
3914,0
5191,1
2383,0
4345,0
6908,1
3916,0
4047,0
4051,0
7698,1
2228,0
634,0
176,0
688,0
1816,0
8145,1
7736,1
8233,1
2210,0
2224,0
555,0
6806,1
2329,0
3111,0
99,0
2580,0
2950,0
2847,0
3549,0
7858,1
1704,0
6183,1
5808,1
1320,0
1510,0
2707,0
238,0
9146,1
7322,1
1819,0
5019,1
1548,0
945,0
3595,0
110,0
7959,1
6311,1
8899,1
5828,1
774,0
6286,1
8671,1
5987,1
1486,0
2792,0
4494,0
1357,0
6132,1
5493,1
6781,1
784,0
282,0
7656,1
5891,1
7637,1
4280,0
9195,1
7131,1
5757,1
3292,0
5252,1
1287,0
1305,0
2746,0
323,0
9161,1
9127,1
5935,1
1350,0
9123,1
2264,0
362,0
2388,0
8724,1
4870,1
1015,0
1653,0
3,0
7799,1
7187,1
9023,1
6903,1
1532,0
5001,1
1175,0
3599,0
4739,1
6915,1
585,0
600,0
2236,0
4458,0
7633,1
6045,1
7816,1
8162,1
7727,1
4339,0
6807,1
1778,0
424,0
2424,0
4665,1
7761,1
4194,0
8196,1
3000,0
4839,1
8814,1
4090,0
314,0
6243,1
2910,0
2888,0
2671,0
330,0
1166,0
3418,0
4618,0
1326,0
2742,0
2428,0
1478,0
6711,1
7059,1
6348,1
2782,0
4477,0
1929,0
7648,1
3142,0
2786,0
7000,1
1019,0
6824,1
4455,0
580,0
5318,1
744,0
1273,0
806,0
6359,1
8592,1
1261,0
4804,1
1842,0
6794,1
5921,1
4393,0
8048,1
5971,1
8449,1
1479,0
3003,0
