,Unnamed: 0,age,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,default_no,default_unknown,default_yes,contact_cellular,contact_telephone,poutcome_failure,poutcome_nonexistent,poutcome_success,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,marital_divorced,marital_married,marital_single,marital_unknown,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,loan_no,loan_unknown,loan_yes,housing_no,housing_unknown,housing_yes,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
242,242,0.4814814814814815,0.004527043126042411,0.05263157894736842,0.0,1.0,0.8823070927513612,0.37656903765690375,0.9589662208116074,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8282,8282,0.13580246913580246,0.06075768406004289,0.07894736842105263,0.3333333333333333,0.33333333333333337,0.4551831644582976,0.6694560669456067,0.0036272953978689626,0.17051039697542336,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5886,5886,0.16049382716049382,0.17989039790326422,0.02631578947368421,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.7902969848107007,0.8778827977315693,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3909,3909,0.29629629629629634,0.06409340004765307,0.02631578947368421,0.0,1.0,0.8823070927513612,0.37656903765690375,0.9809566991611882,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
473,473,0.2345679012345679,0.047414820109602095,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9576059850374068,0.8597353497164448,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5391,5391,0.4320987654320987,0.4796283059328092,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9811834051235548,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9242,9242,0.14814814814814814,0.10650464617583988,0.02631578947368421,0.16666666666666666,0.4791666666666667,1.0,0.0,0.09340285649512584,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1976,1976,0.13580246913580246,0.1126995472956874,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9569258671503064,0.8597353497164448,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5678,5678,0.419753086419753,0.1529664045746962,0.02631578947368421,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9814101110859216,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1375,1375,0.2469135802469136,0.03049797474386466,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9800498753117208,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8289,8289,0.12345679012345677,0.05003573981415296,0.0,0.0,0.33333333333333337,0.4551831644582976,0.6694560669456067,0.0034005894355021715,0.17051039697542336,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1915,1915,0.16049382716049382,0.02668572790088158,0.0,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.7803219224665608,0.8778827977315693,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3126,3126,0.1851851851851852,0.15201334286395046,0.0,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.7803219224665608,0.8778827977315693,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5689,5689,0.4567901234567901,0.2656659518703836,0.0,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9814101110859216,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2997,2997,0.3703703703703703,0.04503216583273767,0.02631578947368421,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9578326909997734,0.8597353497164448,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4872,4872,0.39506172839506176,0.4712890159637837,0.02631578947368421,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9589662208116074,0.8597353497164448,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4071,4071,0.4938271604938272,0.03788420300214439,0.13157894736842105,0.0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.14327816821582404,0.512287334593573,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5288,5288,0.1111111111111111,0.13962354062425542,0.15789473684210525,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9800498753117208,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3323,3323,0.2222222222222222,0.06695258517989039,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9814101110859216,1.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3833,3833,0.4320987654320987,0.14772456516559446,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9569258671503064,0.8597353497164448,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3147,3147,0.2345679012345679,0.023588277340957826,0.0,0.0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.14282475629109048,0.512287334593573,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
491,491,0.39506172839506176,0.03311889444841554,0.02631578947368421,0.0,1.0,0.8823070927513612,0.37656903765690375,0.9805032872364544,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5162,5162,0.1728395061728395,0.8675244222063379,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9814101110859216,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8917,8917,0.7407407407407407,0.03764593757445794,0.0,1.0,0.3541666666666667,0.7116134060794934,0.5230125523012552,0.0614373158014056,0.10586011342154933,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6827,6827,0.2345679012345679,0.2661424827257565,0.02631578947368421,0.0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.1466787576513262,0.512287334593573,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
5962,5962,0.308641975308642,0.2144388849177984,0.0,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.7678530945363864,0.8778827977315693,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3516,3516,0.3580246913580247,0.01596378365499166,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9571525731126728,0.8597353497164448,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
458,458,0.1728395061728395,0.022873481057898496,0.02631578947368421,0.0,0.4791666666666667,1.0,0.0,0.09385626841985947,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
378,378,0.2222222222222222,0.04789135096497498,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9809566991611882,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
6619,6619,0.3333333333333333,0.2270669525851799,0.02631578947368421,0.0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.16096123328043532,0.512287334593573,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1577,1577,0.14814814814814814,0.031689301882296884,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9800498753117208,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2068,2068,0.382716049382716,0.318084345961401,0.07894736842105263,0.16666666666666666,0.6875,0.3893219017926697,0.3682008368200835,0.7902969848107007,0.8778827977315693,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4279,4279,0.3209876543209876,0.10507505360972123,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9571525731126728,0.8597353497164448,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2941,2941,0.4691358024691357,0.06099594948772932,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9811834051235548,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5223,5223,0.08641975308641975,0.08267810340719561,0.0,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9800498753117208,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8510,8510,0.16049382716049382,0.12628067667381462,0.10526315789473684,0.0,0.33333333333333337,0.6527669524551811,0.4518828451882844,0.011335298118340524,0.17051039697542336,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
69,69,0.34567901234567905,0.08744341196092446,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9576059850374068,0.8597353497164448,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2578,2578,0.2839506172839506,0.047414820109602095,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9571525731126728,0.8597353497164448,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6310,6310,0.1111111111111111,0.050988801524898736,0.02631578947368421,0.0,0.33333333333333337,0.3406079501169117,0.15481171548117126,0.17479029698481074,0.512287334593573,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7330,7330,0.2345679012345679,0.06028115320467,0.02631578947368421,0.16666666666666666,0.10416666666666674,0.2969602494154273,0.41841004184100417,0.1296758104738155,0.4257088846880883,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2985,2985,0.13580246913580246,0.016440314510364543,0.05263157894736842,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9569258671503064,0.8597353497164448,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
75,75,0.29629629629629634,0.02382654276864427,0.0,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9814101110859216,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7878,7878,0.2222222222222222,0.0814867762687634,0.0,0.16666666666666666,0.0,0.08963367108339071,1.0,0.022443890274314204,0.20378071833648195,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7719,7719,0.2345679012345679,0.0814867762687634,0.0,0.16666666666666666,0.0,0.06936866718627499,0.8786610878661085,0.033325776467921085,0.20378071833648195,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1099,1099,0.2222222222222222,0.08124851084107695,0.0,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9571525731126728,0.8597353497164448,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
191,191,0.16049382716049382,0.01143674052894925,0.21052631578947367,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9811834051235548,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6047,6047,0.13580246913580246,0.7324279247081248,0.0,0.0,0.33333333333333337,0.25019485580669,0.03347280334727998,0.2280661981410111,0.512287334593573,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5686,5686,0.4814814814814815,0.18846795329997615,0.10526315789473684,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9814101110859216,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1409,1409,0.2222222222222222,0.02215868477483917,0.0,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.7977782815688055,0.8778827977315693,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5079,5079,0.4814814814814815,0.14748629973790806,0.02631578947368421,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9807299931988211,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5880,5880,0.4814814814814815,0.30092923516797715,0.05263157894736842,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.7902969848107007,0.8778827977315693,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5044,5044,0.14814814814814814,0.384798665713605,0.0,0.0,1.0,0.8823070927513612,0.37656903765690375,0.9805032872364544,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2035,2035,0.34567901234567905,0.10578984989278056,0.05263157894736842,0.0,0.6875,0.3893219017926697,0.3682008368200835,0.8063931081387441,0.8778827977315693,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2056,2056,0.2716049382716049,0.0009530617107457707,0.2894736842105263,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9825436408977556,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6629,6629,0.2469135802469136,0.2580414581844175,0.05263157894736842,0.0,0.33333333333333337,0.269680436476996,0.19246861924686165,0.16096123328043532,0.512287334593573,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2411,2411,0.16049382716049382,0.01691684536573743,0.0,0.16666666666666666,0.6875,0.3893219017926697,0.3682008368200835,0.7803219224665608,0.8778827977315693,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4385,4385,0.308641975308642,0.03049797474386466,0.05263157894736842,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9814101110859216,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1993,1993,0.14814814814814814,0.03526328329759352,0.0,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9825436408977556,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1142,1142,0.25925925925925924,0.057898498927805575,0.05263157894736842,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9580593969621404,0.8597353497164448,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
714,714,0.2469135802469136,0.03049797474386466,0.02631578947368421,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9814101110859216,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5200,5200,0.08641975308641975,0.1920419347152728,0.05263157894736842,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9809566991611882,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5718,5718,0.39506172839506176,0.2277817488682392,0.10526315789473684,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9818635230106552,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
514,514,0.2469135802469136,0.10126280676673814,0.02631578947368421,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9573792790750396,0.8597353497164448,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2634,2634,0.2716049382716049,0.12890159637836549,0.7368421052631579,0.0,1.0,0.6691348402182271,0.3389121338912131,0.9825436408977556,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1981,1981,0.2345679012345679,0.049559208958780084,0.02631578947368421,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9818635230106552,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4727,4727,0.4074074074074074,0.16559447224207768,0.05263157894736842,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9580593969621404,0.8597353497164448,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4918,4918,0.25925925925925924,0.22253990945913749,0.0,0.0,1.0,0.8823070927513612,0.37656903765690375,0.9589662208116074,1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1648,1648,0.2345679012345679,0.10888730045270432,0.07894736842105263,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9820902289730222,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
6413,6413,0.5308641975308641,0.1355730283535859,0.0,0.0,0.33333333333333337,0.3406079501169117,0.15481171548117126,0.16572205849013832,0.512287334593573,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8694,8694,0.29629629629629634,0.030021443888491782,0.02631578947368421,0.0,0.3541666666666667,0.7848791893998381,0.4393305439330544,0.036046248016322814,0.10586011342154933,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8748,8748,0.4444444444444445,0.09792709077912796,0.0,0.3333333333333333,0.3541666666666667,0.7848791893998381,0.4393305439330544,0.0467014282475629,0.10586011342154933,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5538,5538,0.34567901234567905,0.2363593042649512,0.0,0.0,1.0,0.4844115354637495,0.6150627615062758,0.9820902289730222,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7357,7357,0.4814814814814815,0.08363116511794139,0.02631578947368421,0.0,0.10416666666666674,0.10444271239282443,0.7196652719665269,0.0963500340058944,0.4257088846880883,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3592,3592,0.2469135802469136,0.016678579938050987,0.05263157894736842,0.0,0.9375,0.6987529228370946,0.6025104602510458,0.9573792790750396,0.8597353497164448,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1752,1752,0.3209876543209876,0.01596378365499166,0.02631578947368421,0.0,1.0,0.8823070927513612,0.37656903765690375,0.9589662208116074,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
